"ItemName","Page","GID","GrupID","Value","Conf","KeyWord","x","y","w","h"
Image,-1,-1,-1,固定資産4_5.png,-1,-1,-1,-1,-1,-1
Image_jshfilename,-1,-1,-1,C:\AIRead_ETL\ocrtemp\31_202508261401002259\success\固定資産4_5.png,-1,-1,-1,-1,-1,-1
modifyDate,-1,-1,-1,2025-08-26T17:29:20,-1,-1,-1,-1,-1,-1
processDate,-1,-1,-1,2025-08-26T17:41:36,-1,-1,-1,-1,-1,-1
result,-1,-1,-1,true,-1,-1,-1,-1,-1,-1
form_id,-1,-1,-1,05_010_00_00,-1,-1,-1,-1,-1,-1
image_width,5,-1,-1,3504,-1,-1,-1,-1,-1,-1
image_height,5,-1,-1,2472,-1,-1,-1,-1,-1,-1
formid,5,,-1,05_010_00,100,,-1,-1,-1,-1
資産コード償却方法資産区分,5,detail,0,1216 200%定率法所有資産,99,null,207,440,564,34
資産コード償却方法資産区分,5,detail,1,1217 200%率(均)所有資産,99,null,209,528,562,35
資産コード償却方法資産区分,5,detail,2,1218 200%定率法所有資産,99,null,207,618,565,35
資産コード償却方法資産区分,5,detail,3,1221 200%定率法所有資産,99,null,208,708,564,33
資産コード償却方法資産区分,5,detail,4,1306 200%率(均)所有資産,99,null,203,795,570,35
資産コード償却方法資産区分,5,detail,5,1307 200%定率法所有資産,99,null,209,884,564,35
資産コード償却方法資産区分,5,detail,6,1335 200%定率法所有資産,99,null,208,973,565,34
資産コード償却方法資産区分,5,detail,7,09,96,null,207,1068,36,28
資産コード償却方法資産区分,5,detail,8,65,99,null,207,1156,36,28
資産コード償却方法資産区分,5,detail,9,1182 250%定率法所有資産,99,null,210,1330,564,35
資産コード償却方法資産区分,5,detail,10,1183 250%定率法所有資産,99,null,210,1418,565,35
資産コード償却方法資産区分,5,detail,11,0,82,null,209,1512,36,28
資産コード償却方法資産区分,5,detail,12,1196 200%定率法所有資産,99,null,211,1596,565,34
資産コード償却方法資産区分,5,detail,13,1201 200%定率法所有資産,99,null,212,1685,564,35
資産コード償却方法資産区分,5,detail,14,1202 200%定率法所有資産,99,null,212,1774,564,34
資産コード償却方法資産区分,5,detail,15,1219 200%定率法所有資産,99,null,213,1862,563,35
資産コード償却方法資産区分,5,detail,16,1220 200%定率法所有資産,99,null,212,1951,564,34
資産コード償却方法資産区分,5,detail,17,1225 200%定率法所有資産,99,null,213,2040,563,35
資産コード償却方法資産区分,5,detail,18,1230 200%定率法所有資産,99,null,212,2130,565,34
資産コード償却方法資産区分,5,detail,19,1231 200%定率法所有資産,99,null,213,2219,564,34
資産名,5,detail,0,金庫,99,null,205,482,67,33
資産名,5,detail,1,ストーブ,99,null,205,570,77,33
資産名,5,detail,2,電話設備,99,null,206,660,125,34
資産名,5,detail,3,応接セット,99,null,209,752,146,28
資産名,5,detail,4,エアコン,99,null,211,840,118,29
資産名,5,detail,5,パソコン,99,null,207,927,122,27
資産名,5,detail,6,光波測量機,99,null,211,1018,149,30
資産名,5,detail,7,水200%定率法計氷氷,32,null,211,1105,331,33
資産名,5,detail,8,米※器具及び備品計氷*,26,null,210,1193,362,34
資産名,5,detail,9,パソコン,99,null,209,1372,122,29
資産名,5,detail,10,脚立,99,null,212,1463,60,29
資産名,5,detail,11,水水250%定率法計株米,53,null,213,1549,332,33
資産名,5,detail,12,パソコン,99,null,214,1640,118,29
資産名,5,detail,13,リコー液晶プロジェクター,99,null,220,1726,348,33
資産名,5,detail,14,コンクリート探知機,99,null,219,1815,269,34
資産名,5,detail,15,照明器具,99,null,211,1904,126,34
資産名,5,detail,16,プロジェッター,99,null,212,1993,201,32
資産名,5,detail,17,パソコン,99,null,211,2083,122,28
資産名,5,detail,18,コンプレッサー,99,null,211,2172,124,32
資産名,5,detail,19,パソコン富士通,99,null,215,2263,209,30
数量,5,detail,0,1,99,null,916,447,18,22
数量,5,detail,1,1,99,null,916,536,18,23
数量,5,detail,2,1,99,null,916,625,18,23
数量,5,detail,3,1,99,null,917,715,17,21
数量,5,detail,4,1,99,null,917,803,18,22
数量,5,detail,5,1,99,null,917,891,18,23
数量,5,detail,6,1,99,null,918,980,17,22
数量,5,detail,7,,100,null,0,0,0,0
数量,5,detail,8,,100,null,0,0,0,0
数量,5,detail,9,1,99,null,919,1338,18,22
数量,5,detail,10,1,99,null,919,1426,18,22
数量,5,detail,11,,100,null,0,0,0,0
数量,5,detail,12,1,99,null,920,1603,18,22
数量,5,detail,13,1,99,null,921,1693,18,22
数量,5,detail,14,1,99,null,921,1782,18,21
数量,5,detail,15,1,99,null,921,1869,18,22
数量,5,detail,16,1,99,null,921,1958,18,23
数量,5,detail,17,1,99,null,921,2047,18,23
数量,5,detail,18,1,99,null,921,2130,34,34
数量,5,detail,19,1,99,null,922,2226,17,21
供用目,5,detail,0,平28.4,99,null,825,481,109,33
供用目,5,detail,1,平28.3,99,null,825,570,108,33
供用目,5,detail,2,平28.3,99,null,826,660,107,33
供用目,5,detail,3,平28.4,85,null,825,748,112,33
供用目,5,detail,4,平31.4,97,null,826,837,112,32
供用目,5,detail,5,令1.12,99,null,825,924,109,33
供用目,5,detail,6,令6.8,99,null,825,1014,109,34
供用目,5,detail,7,,100,null,0,0,0,0
供用目,5,detail,8,,100,null,0,0,0,0
供用目,5,detail,9,平22.11,99,null,828,1371,106,33
供用目,5,detail,10,平22.11,99,null,828,1460,107,33
供用目,5,detail,11,,100,null,0,0,0,0
供用目,5,detail,12,平26.10,99,null,829,1638,108,33
供用目,5,detail,13,平27.12,99,null,829,1727,108,33
供用目,5,detail,14,平27.3,99,null,829,1815,108,33
供用目,5,detail,15,平28.2,99,null,830,1903,107,34
供用目,5,detail,16,平28.2,99,null,830,1993,108,32
供用目,5,detail,17,平29.11,99,null,830,2082,107,33
供用目,5,detail,18,平30.5,99,null,830,2170,125,35
供用目,5,detail,19,平30.5,99,null,830,2260,107,33
取得価額,5,detail,0,"668,304",99,null,1088,481,107,33
取得価額,5,detail,1,"853,200",99,null,1088,570,107,33
取得価額,5,detail,2,"507,600",99,null,1089,662,108,28
取得価額,5,detail,3,"336,000",99,null,1089,750,108,31
取得価額,5,detail,4,"792,720",99,null,1089,838,108,32
取得価額,5,detail,5,"137,160",99,null,1091,928,106,28
取得価額,5,detail,6,"500,000",99,null,1090,1016,107,32
取得価額,5,detail,7,"3,932,984",99,null,1065,1106,132,29
取得価額,5,detail,8,"11,087,728",99,null,1046,1195,151,31
取得価額,5,detail,9,"106,000",99,null,1093,1373,106,31
取得価額,5,detail,10,"147,000",99,null,1093,1462,106,29
取得価額,5,detail,11,"253,000",99,null,1091,1549,108,33
取得価額,5,detail,12,"299,600",99,null,1096,1639,103,30
取得価額,5,detail,13,"187,000",99,null,1094,1729,106,28
取得価額,5,detail,14,"108,000",99,null,1094,1816,106,32
取得価額,5,detail,15,"221,400",99,null,1092,1906,108,31
取得価額,5,detail,16,"155,520",99,null,1095,1992,106,34
取得価額,5,detail,17,"119,880",99,null,1095,2084,106,30
取得価額,5,detail,18,"185,976",99,null,1095,2173,106,31
取得価額,5,detail,19,"149,580",99,null,1094,2262,107,31
耐年,5,detail,0,20,99,null,1242,439,47,36
耐年,5,detail,1,15,99,null,1244,531,34,29
耐年,5,detail,2,6,99,null,1258,624,20,23
耐年,5,detail,3,5,99,null,1258,714,20,21
耐年,5,detail,4,6,99,null,1258,802,21,22
耐年,5,detail,5,4,99,null,1258,891,22,22
耐年,5,detail,6,2,99,null,1259,979,20,23
耐年,5,detail,7,,100,null,0,0,0,0
耐年,5,detail,8,,100,null,0,0,0,0
耐年,5,detail,9,,100,null,0,0,0,0
耐年,5,detail,10,,100,null,0,0,0,0
耐年,5,detail,11,,100,null,0,0,0,0
耐年,5,detail,12,,100,null,0,0,0,0
耐年,5,detail,13,,100,null,0,0,0,0
耐年,5,detail,14,,100,null,0,0,0,0
耐年,5,detail,15,,100,null,0,0,0,0
耐年,5,detail,16,,100,null,0,0,0,0
耐年,5,detail,17,,100,null,0,0,0,0
耐年,5,detail,18,,100,null,0,0,0,0
耐年,5,detail,19,,100,null,0,0,0,0
償率,5,detail,0,0.100,95,null,1210,481,77,33
償率,5,detail,1,0.143,97,null,1210,570,77,33
償率,5,detail,2,,100,null,0,0,0,0
償率,5,detail,3,,100,null,0,0,0,0
償率,5,detail,4,0.334,92,null,1211,838,78,32
償率,5,detail,5,,100,null,0,0,0,0
償率,5,detail,6,"1,000",97,null,1211,1016,78,32
償率,5,detail,7,,100,null,0,0,0,0
償率,5,detail,8,,100,null,0,0,0,0
償率,5,detail,9,,100,null,0,0,0,0
償率,5,detail,10,,100,null,0,0,0,0
償率,5,detail,11,,100,null,0,0,0,0
償率,5,detail,12,,100,null,0,0,0,0
償率,5,detail,13,,100,null,0,0,0,0
償率,5,detail,14,,100,null,0,0,0,0
償率,5,detail,15,,100,null,0,0,0,0
償率,5,detail,16,,100,null,0,0,0,0
償率,5,detail,17,,100,null,0,0,0,0
償率,5,detail,18,,100,null,0,0,0,0
償率,5,detail,19,,100,null,0,0,0,0
月数,5,detail,0,12,99,null,1320,483,34,27
月数,5,detail,1,12,99,null,1320,572,35,29
月数,5,detail,2,,100,null,0,0,0,0
月数,5,detail,3,,100,null,0,0,0,0
月数,5,detail,4,12,99,null,1321,839,34,27
月数,5,detail,5,,100,null,0,0,0,0
月数,5,detail,6,5,99,null,1335,1020,20,22
月数,5,detail,7,,100,null,0,0,0,0
月数,5,detail,8,,100,null,0,0,0,0
月数,5,detail,9,,100,null,0,0,0,0
月数,5,detail,10,,100,null,0,0,0,0
月数,5,detail,11,,100,null,0,0,0,0
月数,5,detail,12,,100,null,0,0,0,0
月数,5,detail,13,,100,null,0,0,0,0
月数,5,detail,14,,100,null,0,0,0,0
月数,5,detail,15,,100,null,0,0,0,0
月数,5,detail,16,,100,null,0,0,0,0
月数,5,detail,17,,100,null,0,0,0,0
月数,5,detail,18,,100,null,0,0,0,0
月数,5,detail,19,,100,null,0,0,0,0
期首帳簿価額$,5,detail,0,"295,677",99,null,1494,483,108,31
期首帳簿価額$,5,detail,1,"279,364",99,null,1495,572,112,31
期首帳簿価額$,5,detail,2,1,99,null,1588,665,17,22
期首帳簿価額$,5,detail,3,1,99,null,1587,753,18,22
期首帳簿価額$,5,detail,4,"117,539",99,null,1497,833,110,41
期首帳簿価額$,5,detail,5,1,99,null,1588,931,19,21
期首帳簿価額$,5,detail,6,"500,000",99,null,1501,1016,106,30
期首帳簿価額$,5,detail,7,"1,192,584",99,null,1468,1104,139,35
期首帳簿価額$,5,detail,8,"1,192,596",99,null,1472,1194,132,32
期首帳簿価額$,5,detail,9,,100,null,0,0,0,0
期首帳簿価額$,5,detail,10,,100,null,0,0,0,0
期首帳簿価額$,5,detail,11,,100,null,0,0,0,0
期首帳簿価額$,5,detail,12,,100,null,0,0,0,0
期首帳簿価額$,5,detail,13,,100,null,0,0,0,0
期首帳簿価額$,5,detail,14,,100,null,0,0,0,0
期首帳簿価額$,5,detail,15,,100,null,0,0,0,0
期首帳簿価額$,5,detail,16,,100,null,0,0,0,0
期首帳簿価額$,5,detail,17,,100,null,0,0,0,0
期首帳簿価額$,5,detail,18,,100,null,0,0,0,0
期首帳簿価額$,5,detail,19,,100,null,0,0,0,0
期中増加額,5,detail,0,,100,null,0,0,0,0
期中増加額,5,detail,1,,100,null,0,0,0,0
期中増加額,5,detail,2,,100,null,0,0,0,0
期中増加額,5,detail,3,,100,null,0,0,0,0
期中増加額,5,detail,4,,100,null,0,0,0,0
期中増加額,5,detail,5,,100,null,0,0,0,0
期中増加額,5,detail,6,"令6.8 500,000",99,null,1734,971,122,74
期中増加額,5,detail,7,"500,000",99,null,1752,1105,104,29
期中増加額,5,detail,8,"500,000",99,null,1751,1193,106,32
期中増加額,5,detail,9,,100,null,0,0,0,0
期中増加額,5,detail,10,,100,null,0,0,0,0
期中増加額,5,detail,11,,100,null,0,0,0,0
期中増加額,5,detail,12,,100,null,0,0,0,0
期中増加額,5,detail,13,,100,null,0,0,0,0
期中増加額,5,detail,14,,100,null,0,0,0,0
期中増加額,5,detail,15,,100,null,0,0,0,0
期中増加額,5,detail,16,,100,null,0,0,0,0
期中増加額,5,detail,17,,100,null,0,0,0,0
期中増加額,5,detail,18,,100,null,0,0,0,0
期中増加額,5,detail,19,,100,null,0,0,0,0
期中減少額,5,detail,0,,100,null,0,0,0,0
期中減少額,5,detail,1,,100,null,0,0,0,0
期中減少額,5,detail,2,,100,null,0,0,0,0
期中減少額,5,detail,3,,100,null,0,0,0,0
期中減少額,5,detail,4,,100,null,0,0,0,0
期中減少額,5,detail,5,,100,null,0,0,0,0
期中減少額,5,detail,6,,100,null,0,0,0,0
期中減少額,5,detail,7,,100,null,0,0,0,0
期中減少額,5,detail,8,,100,null,0,0,0,0
期中減少額,5,detail,9,,100,null,0,0,0,0
期中減少額,5,detail,10,,100,null,0,0,0,0
期中減少額,5,detail,11,,100,null,0,0,0,0
期中減少額,5,detail,12,,100,null,0,0,0,0
期中減少額,5,detail,13,,100,null,0,0,0,0
期中減少額,5,detail,14,,100,null,0,0,0,0
期中減少額,5,detail,15,,100,null,0,0,0,0
期中減少額,5,detail,16,,100,null,0,0,0,0
期中減少額,5,detail,17,,100,null,0,0,0,0
期中減少額,5,detail,18,,100,null,0,0,0,0
期中減少額,5,detail,19,,100,null,0,0,0,0
当期償却限度額,5,detail,0,"29,567",99,null,2262,480,93,30
当期償却限度額,5,detail,1,"39,949",99,null,2263,569,92,31
当期償却限度額,5,detail,2,,100,null,0,0,0,0
当期償却限度額,5,detail,3,,100,null,0,0,0,0
当期償却限度額,5,detail,4,"58,945",99,null,2264,836,92,30
当期償却限度額,5,detail,5,,100,null,0,0,0,0
当期償却限度額,5,detail,6,"208,333",99,null,2249,1014,107,32
当期償却限度額,5,detail,7,"336,794",99,null,2254,1102,107,31
当期償却限度額,5,detail,8,"336,794",99,null,2249,1192,108,31
当期償却限度額,5,detail,9,,100,null,0,0,0,0
当期償却限度額,5,detail,10,,100,null,0,0,0,0
当期償却限度額,5,detail,11,,100,null,0,0,0,0
当期償却限度額,5,detail,12,,100,null,0,0,0,0
当期償却限度額,5,detail,13,,100,null,0,0,0,0
当期償却限度額,5,detail,14,,100,null,0,0,0,0
当期償却限度額,5,detail,15,,100,null,0,0,0,0
当期償却限度額,5,detail,16,,100,null,0,0,0,0
当期償却限度額,5,detail,17,,100,null,0,0,0,0
当期償却限度額,5,detail,18,,100,null,0,0,0,0
当期償却限度額,5,detail,19,,100,null,0,0,0,0
(限度額),5,detail,0,,100,null,0,0,0,0
(限度額),5,detail,1,,100,null,0,0,0,0
(限度額),5,detail,2,,100,null,0,0,0,0
(限度額),5,detail,3,,100,null,0,0,0,0
(限度額),5,detail,4,,100,null,0,0,0,0
(限度額),5,detail,5,,100,null,0,0,0,0
(限度額),5,detail,6,,100,null,0,0,0,0
(限度額),5,detail,7,,100,null,0,0,0,0
(限度額),5,detail,8,,100,null,0,0,0,0
(限度額),5,detail,9,,100,null,0,0,0,0
(限度額),5,detail,10,,100,null,0,0,0,0
(限度額),5,detail,11,,100,null,0,0,0,0
(限度額),5,detail,12,,100,null,0,0,0,0
(限度額),5,detail,13,,100,null,0,0,0,0
(限度額),5,detail,14,,100,null,0,0,0,0
(限度額),5,detail,15,,100,null,0,0,0,0
(限度額),5,detail,16,,100,null,0,0,0,0
(限度額),5,detail,17,,100,null,0,0,0,0
(限度額),5,detail,18,,100,null,0,0,0,0
(限度額),5,detail,19,,100,null,0,0,0,0
特別・割増償却額,5,detail,0,,100,null,0,0,0,0
特別・割増償却額,5,detail,1,,100,null,0,0,0,0
特別・割増償却額,5,detail,2,,100,null,0,0,0,0
特別・割増償却額,5,detail,3,,100,null,0,0,0,0
特別・割増償却額,5,detail,4,,100,null,0,0,0,0
特別・割増償却額,5,detail,5,,100,null,0,0,0,0
特別・割増償却額,5,detail,6,,100,null,0,0,0,0
特別・割増償却額,5,detail,7,,100,null,0,0,0,0
特別・割増償却額,5,detail,8,,100,null,0,0,0,0
特別・割増償却額,5,detail,9,,100,null,0,0,0,0
特別・割増償却額,5,detail,10,,100,null,0,0,0,0
特別・割増償却額,5,detail,11,,100,null,0,0,0,0
特別・割増償却額,5,detail,12,,100,null,0,0,0,0
特別・割増償却額,5,detail,13,,100,null,0,0,0,0
特別・割増償却額,5,detail,14,,100,null,0,0,0,0
特別・割増償却額,5,detail,15,,100,null,0,0,0,0
特別・割増償却額,5,detail,16,,100,null,0,0,0,0
特別・割増償却額,5,detail,17,,100,null,0,0,0,0
特別・割増償却額,5,detail,18,,100,null,0,0,0,0
特別・割増償却額,5,detail,19,,100,null,0,0,0,0
当期償却額,5,detail,0,"29,567",99,null,2764,477,90,31
当期償却額,5,detail,1,"39,949",99,null,2765,566,89,33
当期償却額,5,detail,2,0,99,null,2839,659,17,22
当期償却額,5,detail,3,0,99,null,2839,747,17,23
当期償却額,5,detail,4,"58,945",99,null,2769,833,87,29
当期償却額,5,detail,5,0,99,null,2840,925,16,22
当期償却額,5,detail,6,"208,333",99,null,2754,1011,102,31
当期償却額,5,detail,7,"336,794",99,null,2751,1101,105,31
当期償却額,5,detail,8,"336,794",99,null,2750,1190,106,31
当期償却額,5,detail,9,0,99,null,2841,1371,17,23
当期償却額,5,detail,10,0,99,null,2841,1460,17,22
当期償却額,5,detail,11,0,99,null,2842,1549,16,23
当期償却額,5,detail,12,0,99,null,2842,1638,16,23
当期償却額,5,detail,13,0,99,null,2843,1728,15,22
当期償却額,5,detail,14,0,99,null,2843,1815,15,23
当期償却額,5,detail,15,0,99,null,2842,1904,16,23
当期償却額,5,detail,16,0,99,null,2843,1994,17,22
当期償却額,5,detail,17,0,99,null,2843,2083,17,22
当期償却額,5,detail,18,0,99,null,2843,2172,17,23
当期償却額,5,detail,19,0,99,null,2843,2261,17,23
期末帳簿価額,5,detail,0,"266,110",99,null,2999,476,107,30
期末帳簿価額,5,detail,1,"239,415",99,null,2999,565,107,32
期末帳簿価額,5,detail,2,1,99,null,3091,659,21,22
期末帳簿価額,5,detail,3,1,99,null,3091,747,21,22
期末帳簿価額,5,detail,4,"58,594",99,null,3019,832,92,29
期末帳簿価額,5,detail,5,1,99,null,3091,925,18,22
期末帳簿価額,5,detail,6,"291,667",99,null,3000,1011,107,32
期末帳簿価額,5,detail,7,"855,790",99,null,3000,1100,107,32
期末帳簿価額,5,detail,8,"855,802",99,null,3000,1189,106,31
期末帳簿価額,5,detail,9,0,99,null,3090,1370,20,23
期末帳簿価額,5,detail,10,0,99,null,3091,1459,19,22
期末帳簿価額,5,detail,11,0,99,null,3092,1548,18,23
期末帳簿価額,5,detail,12,0,99,null,3092,1637,18,23
期末帳簿価額,5,detail,13,0,99,null,3092,1727,18,22
期末帳簿価額,5,detail,14,0,99,null,3092,1814,18,23
期末帳簿価額,5,detail,15,0,99,null,3092,1903,18,23
期末帳簿価額,5,detail,16,0,99,null,3092,1993,18,23
期末帳簿価額,5,detail,17,0,99,null,3092,2081,18,23
期末帳簿価額,5,detail,18,0,99,null,3092,2172,18,22
期末帳簿価額,5,detail,19,0,99,null,3092,2261,18,22
償却累計額,5,detail,0,"402,194",99,null,3248,474,108,32
償却累計額,5,detail,1,"613,785",99,null,3249,564,106,31
償却累計額,5,detail,2,"507,599",99,null,3249,654,106,29
償却累計額,5,detail,3,"335,999",99,null,3249,742,106,32
償却累計額,5,detail,4,"734,126",99,null,3249,832,107,31
償却累計額,5,detail,5,"137,159",99,null,3251,921,105,28
償却累計額,5,detail,6,"208,333",99,null,3249,1010,106,31
償却累計額,5,detail,7,"3,077,194",99,null,3224,1099,133,30
償却累計額,5,detail,8,"10,231,926",99,null,3210,1188,145,31
償却累計額,5,detail,9,"106,000",99,null,3252,1367,105,31
償却累計額,5,detail,10,"147,000",99,null,3252,1456,105,29
償却累計額,5,detail,11,"253,000",99,null,3251,1545,107,31
