"ItemName","Page","GID","GrupID","Value","Conf","KeyWord","x","y","w","h"
"Image","-1","-1","-1","固定資産5_0.png","-1","-1","-1","-1","-1","-1"
"Image_jshfilename","-1","-1","-1","C:\AIRead_ETL\ocrtemp\31_202508261401321079\success\固定資産5_0.png","-1","-1","-1","-1","-1","-1"
"modifyDate","-1","-1","-1","2025-08-26T17:55:00","-1","-1","-1","-1","-1","-1"
"processDate","-1","-1","-1","2025-08-26T18:08:45","-1","-1","-1","-1","-1","-1"
"result","-1","-1","-1","true","-1","-1","-1","-1","-1","-1"
"form_id","-1","-1","-1","05_010_00_00","-1","-1","-1","-1","-1","-1"
"image_width","0","-1","-1","3508","-1","-1","-1","-1","-1","-1"
"image_height","0","-1","-1","2480","-1","-1","-1","-1","-1","-1"
"formid","0","","-1","05_010_00","100","","-1","-1","-1","-1"
"資産コード勘定償却方法","0","detail","0","0100310011建物旧定率(均)","99","null","236","484","719","38"
"資産コード勘定償却方法","0","detail","1","0100310031建物旧定率(均)","99","null","236","609","719","38"
"資産コード勘定償却方法","0","detail","2","0100340041建物旧定率法","99","null","235","733","697","37"
"資産コード勘定償却方法","0","detail","3","0100310051建物旧定率法","99","null","238","856","694","39"
"資産コード勘定償却方法","0","detail","4","0100310061建物旧定率法","99","null","236","982","696","38"
"資産コード勘定償却方法","0","detail","5","0100310071建物旧定率法","99","null","235","1108","694","38"
"資産コード勘定償却方法","0","detail","6","0100340081建物旧定率法","99","null","234","1232","696","38"
"資産コード勘定償却方法","0","detail","7","0100310091建物旧定率法","99","null","234","1358","697","36"
"資産コード勘定償却方法","0","detail","8","0100340101建物旧定率法","99","null","234","1480","695","37"
"資産コード勘定償却方法","0","detail","9","0100310111建物旧定率法","99","null","234","1603","693","38"
"資産コード勘定償却方法","0","detail","10","0100310121建物旧定率法","99","null","234","1730","693","37"
"資産コード勘定償却方法","0","detail","11","0100310141建物旧定額法","99","null","234","1853","695","39"
"資産コード勘定償却方法","0","detail","12","0100340131建物旧定率法","99","null","234","1977","692","37"
"資産コード勘定償却方法","0","detail","13","0100340141建物定額法","99","null","234","2102","665","39"
"資産名 資産区分","0","detail","0","鉄骨造5mm倉庫 所有資産","99","null","235","530","746","35"
"資産名 資産区分","0","detail","1","倉庫二階改造 所有資産","99","null","237","654","747","36"
"資産名 資産区分","0","detail","2","店舗 所有資産","99","null","235","779","745","34"
"資産名 資産区分","0","detail","3","倉庫外装 所有資産","99","null","236","901","747","35"
"資産名 資産区分","0","detail","4","倉庫二階改修工事 所有資産","99","null","241","1028","741","34"
"資産名 資産区分","0","detail","5","倉庫塗装工事 所有資産","99","null","241","1155","738","31"
"資産名 資産区分","0","detail","6","店舗自動扉取付 所有資産","99","null","235","1277","747","35"
"資産名 資産区分","0","detail","7","鉄骨造倉庫 所有資産","99","null","234","1401","748","35"
"資産名 資産区分","0","detail","8","店舗改修工事 所有資産","99","null","239","1524","742","34"
