"ItemName","Page","GID","GrupID","Value","Conf","KeyWord","x","y","w","h"
Image,-1,-1,-1,固定資産1_2.png,-1,-1,-1,-1,-1,-1
Image_jshfilename,-1,-1,-1,C:\AIRead_ETL\ocrtemp\31_202508261850316699\success\固定資産1_2.png,-1,-1,-1,-1,-1,-1
modifyDate,-1,-1,-1,2025-08-26T18:50:56,-1,-1,-1,-1,-1,-1
processDate,-1,-1,-1,2025-08-26T19:09:07,-1,-1,-1,-1,-1,-1
result,-1,-1,-1,true,-1,-1,-1,-1,-1,-1
form_id,-1,-1,-1,05_010_00_00,-1,-1,-1,-1,-1,-1
image_width,2,-1,-1,3508,-1,-1,-1,-1,-1,-1
image_height,2,-1,-1,2480,-1,-1,-1,-1,-1,-1
formid,2,,-1,05_010_00,100,,-1,-1,-1,-1
物件名称,2,detail,0,60-00 トヨタリーチフォークリフト7FBR15,99,null,182,348,320,70
物件名称,2,detail,1,69-00 スクラムバン480さ6638,99,null,183,432,353,70
物件名称,2,detail,2,73-00 ボンゴ1t(40055225),78,null,182,517,348,70
物件名称,2,detail,3,74-00 CX-3乗用車(30035140),83,null,180,602,367,71
物件名称,2,detail,4,※資産計※車両運搬具,99,null,184,700,459,38
物件名称,2,detail,5,(器具及び備品),99,null,306,870,373,36
物件名称,2,detail,6,22-00 木製看板,94,null,179,938,152,68
物件名称,2,detail,7,82-00 エプソンプリンターLX-10000F,97,null,181,1020,453,69
物件名称,2,detail,8,※資産計※器具及び備品,99,null,183,1121,491,37
物件名称,2,detail,9,(リース資産(有形)),99,null,308,1289,370,38
物件名称,2,detail,10,76-00 NTTビジネスホンaN1,97,null,181,1358,281,69
物件名称,2,detail,11,79-00 東芝複合機e-STUDI02515AC,97,null,177,1443,407,65
物件名称,2,detail,12,※資産計※リース資産(有形),99,null,182,1537,547,37
物件名称,2,detail,13,※合計※,99,null,398,1706,183,37
数量,2,detail,0,1,99,null,898,380,8,35
数量,2,detail,1,1,99,null,897,464,9,35
数量,2,detail,2,1,99,null,897,553,9,31
数量,2,detail,3,1,99,null,897,634,9,35
数量,2,detail,4,,100,null,0,0,0,0
数量,2,detail,5,,100,null,0,0,0,0
数量,2,detail,6,1,99,null,896,969,10,34
数量,2,detail,7,1,99,null,895,1060,11,23
数量,2,detail,8,,100,null,0,0,0,0
数量,2,detail,9,,100,null,0,0,0,0
数量,2,detail,10,1,99,null,893,1398,13,23
数量,2,detail,11,1,99,null,893,1481,13,22
数量,2,detail,12,,100,null,0,0,0,0
数量,2,detail,13,,100,null,0,0,0,0
償却,2,detail,0,,100,null,0,0,0,0
償却,2,detail,1,,100,null,0,0,0,0
償却,2,detail,2,,100,null,0,0,0,0
償却,2,detail,3,,100,null,0,0,0,0
償却,2,detail,4,,100,null,0,0,0,0
償却,2,detail,5,,100,null,0,0,0,0
償却,2,detail,6,,100,null,0,0,0,0
償却,2,detail,7,,100,null,0,0,0,0
償却,2,detail,8,,100,null,0,0,0,0
償却,2,detail,9,,100,null,0,0,0,0
償却,2,detail,10,,100,null,0,0,0,0
償却,2,detail,11,,100,null,0,0,0,0
償却,2,detail,12,,100,null,0,0,0,0
償却,2,detail,13,,100,null,0,0,0,0
方法,2,detail,0,H19定率,99,null,919,380,71,35
方法,2,detail,1,定率,99,null,919,464,61,35
方法,2,detail,2,定率,99,null,919,553,59,31
方法,2,detail,3,定率,99,null,919,634,60,35
方法,2,detail,4,,100,null,0,0,0,0
方法,2,detail,5,,100,null,0,0,0,0
方法,2,detail,6,旧定率,99,null,919,969,71,34
方法,2,detail,7,定率,89,null,919,1053,69,37
方法,2,detail,8,,100,null,0,0,0,0
方法,2,detail,9,,100,null,0,0,0,0
方法,2,detail,10,リース定額,90,null,919,1391,69,35
方法,2,detail,11,リース定額,93,null,919,1474,69,33
方法,2,detail,12,,100,null,0,0,0,0
方法,2,detail,13,,100,null,0,0,0,0
取得,2,detail,0,201108,53,null,999,344,106,36
取得,2,detail,1,201309,96,null,999,430,96,30
取得,2,detail,2,201605,60,null,1000,514,92,31
取得,2,detail,3,201701,95,null,999,600,93,29
取得,2,detail,4,,100,null,0,0,0,0
取得,2,detail,5,,100,null,0,0,0,0
取得,2,detail,6,199806,99,null,993,933,106,33
取得,2,detail,7,202103,96,null,992,1016,107,37
取得,2,detail,8,,100,null,0,0,0,0
取得,2,detail,9,,100,null,0,0,0,0
取得,2,detail,10,201804,75,null,994,1356,95,32
取得,2,detail,11,202002,99,null,994,1438,94,32
取得,2,detail,12,,100,null,0,0,0,0
取得,2,detail,13,,100,null,0,0,0,0
使用,2,detail,0,201108,99,null,1004,380,88,35
使用,2,detail,1,201309,73,null,1000,468,92,30
使用,2,detail,2,201605,34,null,999,552,93,30
使用,2,detail,3,201701,49,null,1000,639,92,27
使用,2,detail,4,,100,null,0,0,0,0
使用,2,detail,5,,100,null,0,0,0,0
使用,2,detail,6,199806,92,null,1004,969,86,34
使用,2,detail,7,202103,81,null,1002,1053,86,37
使用,2,detail,8,,100,null,0,0,0,0
使用,2,detail,9,,100,null,0,0,0,0
使用,2,detail,10,201804,99,null,1002,1391,86,35
使用,2,detail,11,202002,99,null,1002,1474,85,33
使用,2,detail,12,,100,null,0,0,0,0
使用,2,detail,13,,100,null,0,0,0,0
竃姦,2,detail,0,4,99,null,1137,387,13,23
竃姦,2,detail,1,4,99,null,1136,472,14,23
竃姦,2,detail,2,5,99,null,1137,555,13,24
竃姦,2,detail,3,6,99,null,1140,638,10,29
竃姦,2,detail,4,,100,null,0,0,0,0
竃姦,2,detail,5,,100,null,0,0,0,0
竃姦,2,detail,6,10,99,null,1123,972,27,30
竃姦,2,detail,7,5,99,null,1138,1060,12,23
竃姦,2,detail,8,,100,null,0,0,0,0
竃姦,2,detail,9,,100,null,0,0,0,0
竃姦,2,detail,10,,100,null,0,0,0,0
竃姦,2,detail,11,,100,null,0,0,0,0
竃姦,2,detail,12,,100,null,0,0,0,0
竃姦,2,detail,13,,100,null,0,0,0,0
償却率,2,detail,0,"1,000",96,null,1163,381,75,31
償却率,2,detail,1,"1,000",99,null,1163,466,75,33
償却率,2,detail,2,"0,500",99,null,1163,552,74,31
償却率,2,detail,3,0.334,92,null,1163,638,76,29
償却率,2,detail,4,,100,null,0,0,0,0
償却率,2,detail,5,,100,null,0,0,0,0
償却率,2,detail,6,12/60,99,null,1163,972,72,30
償却率,2,detail,7,0.400,66,null,1163,1054,75,35
償却率,2,detail,8,,100,null,0,0,0,0
償却率,2,detail,9,,100,null,0,0,0,0
償却率,2,detail,10,12/83,99,null,1163,1396,70,27
償却率,2,detail,11,12/72,99,null,1159,1476,77,32
償却率,2,detail,12,,100,null,0,0,0,0
償却率,2,detail,13,,100,null,0,0,0,0
期間,2,detail,0,,100,null,0,0,0,0
期間,2,detail,1,,100,null,0,0,0,0
期間,2,detail,2,,100,null,0,0,0,0
期間,2,detail,3,,100,null,0,0,0,0
期間,2,detail,4,,100,null,0,0,0,0
期間,2,detail,5,,100,null,0,0,0,0
期間,2,detail,6,,100,null,0,0,0,0
期間,2,detail,7,12,99,null,1252,1054,36,35
期間,2,detail,8,,100,null,0,0,0,0
期間,2,detail,9,,100,null,0,0,0,0
期間,2,detail,10,12,99,null,1257,1396,27,27
期間,2,detail,11,12,99,null,1249,1476,35,32
期間,2,detail,12,,100,null,0,0,0,0
期間,2,detail,13,,100,null,0,0,0,0
取得価額,2,detail,0,"1,960,000",99,null,1352,384,146,33
取得価額,2,detail,1,"968,210",99,null,1382,468,116,34
取得価額,2,detail,2,"1,732,167",99,null,1349,551,147,36
取得価額,2,detail,3,"2,725,639",99,null,1346,635,150,37
取得価額,2,detail,4,"10,479,921",99,null,1334,721,162,34
取得価額,2,detail,5,,100,null,0,0,0,0
取得価額,2,detail,6,"270,000",99,null,1382,975,114,31
取得価額,2,detail,7,"842,000",99,null,1377,1055,117,39
取得価額,2,detail,8,"1,112,000",99,null,1344,1142,150,34
取得価額,2,detail,9,,100,null,0,0,0,0
取得価額,2,detail,10,"1,428,000",99,null,1345,1393,149,35
取得価額,2,detail,11,"849,600",99,null,1376,1477,118,33
取得価額,2,detail,12,"2,277,600",99,null,1345,1559,147,31
取得価額,2,detail,13,"82,226,758",99,null,1325,1728,171,32
amount_10,2,detail,0,,100,null,0,0,0,0
amount_10,2,detail,1,,100,null,0,0,0,0
amount_10,2,detail,2,,100,null,0,0,0,0
amount_10,2,detail,3,,100,null,0,0,0,0
amount_10,2,detail,4,,100,null,0,0,0,0
amount_10,2,detail,5,,100,null,0,0,0,0
amount_10,2,detail,6,,100,null,0,0,0,0
amount_10,2,detail,7,,100,null,0,0,0,0
amount_10,2,detail,8,,100,null,0,0,0,0
amount_10,2,detail,9,,100,null,0,0,0,0
amount_10,2,detail,10,,100,null,0,0,0,0
amount_10,2,detail,11,,100,null,0,0,0,0
amount_10,2,detail,12,,100,null,0,0,0,0
amount_10,2,detail,13,,100,null,0,0,0,0
amount_11,2,detail,0,,100,null,0,0,0,0
amount_11,2,detail,1,,100,null,0,0,0,0
amount_11,2,detail,2,,100,null,0,0,0,0
amount_11,2,detail,3,,100,null,0,0,0,0
amount_11,2,detail,4,,100,null,0,0,0,0
amount_11,2,detail,5,,100,null,0,0,0,0
amount_11,2,detail,6,,100,null,0,0,0,0
amount_11,2,detail,7,,100,null,0,0,0,0
amount_11,2,detail,8,,100,null,0,0,0,0
amount_11,2,detail,9,,100,null,0,0,0,0
amount_11,2,detail,10,,100,null,0,0,0,0
amount_11,2,detail,11,,100,null,0,0,0,0
amount_11,2,detail,12,,100,null,0,0,0,0
amount_11,2,detail,13,,100,null,0,0,0,0
当期増減額,2,detail,0,,100,null,0,0,0,0
当期増減額,2,detail,1,,100,null,0,0,0,0
当期増減額,2,detail,2,,100,null,0,0,0,0
当期増減額,2,detail,3,,100,null,0,0,0,0
当期増減額,2,detail,4,,100,null,0,0,0,0
当期増減額,2,detail,5,,100,null,0,0,0,0
当期増減額,2,detail,6,,100,null,0,0,0,0
当期増減額,2,detail,7,,100,null,0,0,0,0
当期増減額,2,detail,8,,100,null,0,0,0,0
当期増減額,2,detail,9,,100,null,0,0,0,0
当期増減額,2,detail,10,,100,null,0,0,0,0
当期増減額,2,detail,11,,100,null,0,0,0,0
当期増減額,2,detail,12,,100,null,0,0,0,0
当期増減額,2,detail,13,"1,700,000",99,null,1758,1729,154,31
普通償却額,2,detail,0,,100,null,0,0,0,0
普通償却額,2,detail,1,,100,null,0,0,0,0
普通償却額,2,detail,2,,100,null,0,0,0,0
普通償却額,2,detail,3,,100,null,0,0,0,0
普通償却額,2,detail,4,,100,null,0,0,0,0
普通償却額,2,detail,5,,100,null,0,0,0,0
普通償却額,2,detail,6,,100,null,0,0,0,0
普通償却額,2,detail,7,"96,998",99,null,2017,1060,105,36
普通償却額,2,detail,8,"96,998",99,null,2017,1145,105,35
普通償却額,2,detail,9,,100,null,0,0,0,0
普通償却額,2,detail,10,"206,457",99,null,2001,1396,121,36
普通償却額,2,detail,11,"141,600",97,null,2000,1479,120,34
普通償却額,2,detail,12,"348,057",99,null,1998,1560,122,34
普通償却額,2,detail,13,"1,306,943",99,null,1966,1729,154,33
特別(割増),2,detail,0,,100,null,0,0,0,0
特別(割増),2,detail,1,,100,null,0,0,0,0
特別(割増),2,detail,2,,100,null,0,0,0,0
特別(割増),2,detail,3,,100,null,0,0,0,0
特別(割増),2,detail,4,,100,null,0,0,0,0
特別(割増),2,detail,5,,100,null,0,0,0,0
特別(割増),2,detail,6,,100,null,0,0,0,0
特別(割増),2,detail,7,,100,null,0,0,0,0
特別(割増),2,detail,8,,100,null,0,0,0,0
特別(割増),2,detail,9,,100,null,0,0,0,0
特別(割増),2,detail,10,,100,null,0,0,0,0
特別(割増),2,detail,11,,100,null,0,0,0,0
特別(割増),2,detail,12,,100,null,0,0,0,0
特別(割増),2,detail,13,,100,null,0,0,0,0
償却額,2,detail,0,,100,null,0,0,0,0
償却額,2,detail,1,,100,null,0,0,0,0
償却額,2,detail,2,,100,null,0,0,0,0
償却額,2,detail,3,,100,null,0,0,0,0
償却額,2,detail,4,,100,null,0,0,0,0
償却額,2,detail,5,,100,null,0,0,0,0
償却額,2,detail,6,,100,null,0,0,0,0
償却額,2,detail,7,,100,null,0,0,0,0
償却額,2,detail,8,,100,null,0,0,0,0
償却額,2,detail,9,,100,null,0,0,0,0
償却額,2,detail,10,,100,null,0,0,0,0
償却額,2,detail,11,,100,null,0,0,0,0
償却額,2,detail,12,,100,null,0,0,0,0
償却額,2,detail,13,,100,null,0,0,0,0
amount_16,2,detail,0,,100,null,0,0,0,0
amount_16,2,detail,1,,100,null,0,0,0,0
amount_16,2,detail,2,,100,null,0,0,0,0
amount_16,2,detail,3,,100,null,0,0,0,0
amount_16,2,detail,4,,100,null,0,0,0,0
amount_16,2,detail,5,,100,null,0,0,0,0
amount_16,2,detail,6,,100,null,0,0,0,0
amount_16,2,detail,7,,100,null,0,0,0,0
amount_16,2,detail,8,,100,null,0,0,0,0
amount_16,2,detail,9,,100,null,0,0,0,0
amount_16,2,detail,10,,100,null,0,0,0,0
amount_16,2,detail,11,,100,null,0,0,0,0
amount_16,2,detail,12,,100,null,0,0,0,0
amount_16,2,detail,13,,100,null,0,0,0,0
amount_17,2,detail,0,,100,null,0,0,0,0
amount_17,2,detail,1,,100,null,0,0,0,0
amount_17,2,detail,2,,100,null,0,0,0,0
amount_17,2,detail,3,,100,null,0,0,0,0
amount_17,2,detail,4,,100,null,0,0,0,0
amount_17,2,detail,5,,100,null,0,0,0,0
amount_17,2,detail,6,,100,null,0,0,0,0
amount_17,2,detail,7,,100,null,0,0,0,0
amount_17,2,detail,8,,100,null,0,0,0,0
amount_17,2,detail,9,,100,null,0,0,0,0
amount_17,2,detail,10,,100,null,0,0,0,0
amount_17,2,detail,11,,100,null,0,0,0,0
amount_17,2,detail,12,,100,null,0,0,0,0
amount_17,2,detail,13,,100,null,0,0,0,0
当期償却限度額,2,detail,0,,100,null,0,0,0,0
当期償却限度額,2,detail,1,,100,null,0,0,0,0
当期償却限度額,2,detail,2,,100,null,0,0,0,0
当期償却限度額,2,detail,3,,100,null,0,0,0,0
当期償却限度額,2,detail,4,,100,null,0,0,0,0
当期償却限度額,2,detail,5,,100,null,0,0,0,0
当期償却限度額,2,detail,6,,100,null,0,0,0,0
当期償却限度額,2,detail,7,"96,998",99,null,2635,1061,100,34
当期償却限度額,2,detail,8,"96,998",99,null,2634,1145,101,36
当期償却限度額,2,detail,9,,100,null,0,0,0,0
当期償却限度額,2,detail,10,"206,457",99,null,2617,1399,118,33
当期償却限度額,2,detail,11,"141,600",99,null,2617,1481,119,34
当期償却限度額,2,detail,12,"348,057",99,null,2620,1562,113,34
当期償却限度額,2,detail,13,"1,306,943",99,null,2580,1731,153,35
amount_19,2,detail,0,,100,null,0,0,0,0
amount_19,2,detail,1,,100,null,0,0,0,0
amount_19,2,detail,2,,100,null,0,0,0,0
amount_19,2,detail,3,,100,null,0,0,0,0
amount_19,2,detail,4,,100,null,0,0,0,0
amount_19,2,detail,5,,100,null,0,0,0,0
amount_19,2,detail,6,,100,null,0,0,0,0
amount_19,2,detail,7,,100,null,0,0,0,0
amount_19,2,detail,8,,100,null,0,0,0,0
amount_19,2,detail,9,,100,null,0,0,0,0
amount_19,2,detail,10,,100,null,0,0,0,0
amount_19,2,detail,11,,100,null,0,0,0,0
amount_19,2,detail,12,,100,null,0,0,0,0
amount_19,2,detail,13,,100,null,0,0,0,0
amount_20,2,detail,0,,100,null,0,0,0,0
amount_20,2,detail,1,,100,null,0,0,0,0
amount_20,2,detail,2,,100,null,0,0,0,0
amount_20,2,detail,3,,100,null,0,0,0,0
amount_20,2,detail,4,,100,null,0,0,0,0
amount_20,2,detail,5,,100,null,0,0,0,0
amount_20,2,detail,6,,100,null,0,0,0,0
amount_20,2,detail,7,,100,null,0,0,0,0
amount_20,2,detail,8,,100,null,0,0,0,0
amount_20,2,detail,9,,100,null,0,0,0,0
amount_20,2,detail,10,,100,null,0,0,0,0
amount_20,2,detail,11,,100,null,0,0,0,0
amount_20,2,detail,12,,100,null,0,0,0,0
amount_20,2,detail,13,,100,null,0,0,0,0
(歳損失果計額),2,detail,0,,100,null,0,0,0,0
(歳損失果計額),2,detail,1,,100,null,0,0,0,0
(歳損失果計額),2,detail,2,,100,null,0,0,0,0
(歳損失果計額),2,detail,3,,100,null,0,0,0,0
(歳損失果計額),2,detail,4,,100,null,0,0,0,0
(歳損失果計額),2,detail,5,,100,null,0,0,0,0
(歳損失果計額),2,detail,6,,100,null,0,0,0,0
(歳損失果計額),2,detail,7,,100,null,0,0,0,0
(歳損失果計額),2,detail,8,,100,null,0,0,0,0
(歳損失果計額),2,detail,9,,100,null,0,0,0,0
(歳損失果計額),2,detail,10,,100,null,0,0,0,0
(歳損失果計額),2,detail,11,,100,null,0,0,0,0
(歳損失果計額),2,detail,12,,100,null,0,0,0,0
(歳損失果計額),2,detail,13,,100,null,0,0,0,0
償却累計額,2,detail,0,"1,959,999",99,null,3003,389,148,33
償却累計額,2,detail,1,"968,209",99,null,3035,474,116,34
償却累計額,2,detail,2,"1,732,166",99,null,3005,557,146,37
償却累計額,2,detail,3,"2,725,638",99,null,3003,640,148,37
償却累計額,2,detail,4,"10,479,916",99,null,2983,725,168,33
