"ItemName","Page","GID","GrupID","Value","Conf","KeyWord","x","y","w","h"
"Image","-1","-1","-1","固定資産3_2.png","-1","-1","-1","-1","-1","-1"
"Image_jshfilename","-1","-1","-1","C:\AIRead_ETL\ocrtemp\31_202508261400265029\success\固定資産3_2.png","-1","-1","-1","-1","-1","-1"
"modifyDate","-1","-1","-1","2025-08-26T17:20:14","-1","-1","-1","-1","-1","-1"
"processDate","-1","-1","-1","2025-08-26T17:24:47","-1","-1","-1","-1","-1","-1"
"result","-1","-1","-1","true","-1","-1","-1","-1","-1","-1"
"form_id","-1","-1","-1","05_010_00_00","-1","-1","-1","-1","-1","-1"
"image_width","2","-1","-1","3508","-1","-1","-1","-1","-1","-1"
"image_height","2","-1","-1","2480","-1","-1","-1","-1","-1","-1"
"error_message","0","-1","-1","Classification failure","-1","-1","-1","-1","-1","-1"
"formid","2","","-1","05_010_00","100","","-1","-1","-1","-1"
"物件名称","2","detail","0","","100","null","0","0","0","0"
"物件名称","2","detail","1","※合計※","99","null","501","430","183","36"
"数量","2","detail","0","","100","null","0","0","0","0"
"数量","2","detail","1","","100","null","0","0","0","0"
"償却","2","detail","0","","100","null","0","0","0","0"
"償却","2","detail","1","","100","null","0","0","0","0"
"方法","2","detail","0","","100","null","0","0","0","0"
"方法","2","detail","1","","100","null","0","0","0","0"
"取得","2","detail","0","","100","null","0","0","0","0"
"取得","2","detail","1","","100","null","0","0","0","0"
"使用","2","detail","0","","100","null","0","0","0","0"
"使用","2","detail","1","","100","null","0","0","0","0"
"嚢","2","detail","0","","100","null","0","0","0","0"
"嚢","2","detail","1","","100","null","0","0","0","0"
"償却率","2","detail","0","","100","null","0","0","0","0"
"償却率","2","detail","1","","100","null","0","0","0","0"
"期間","2","detail","0","","100","null","0","0","0","0"
"期間","2","detail","1","","100","null","0","0","0","0"
"取得価額","2","detail","0","","100","null","0","0","0","0"
"取得価額","2","detail","1","-1,993,657 98,860,812","99","null","1434","413","171","71"
"期首帳簿価額$","2","detail","0","to","9","null","1609","371","44","33"
"期首帳簿価額$","2","detail","1","777,835.940","50","null","1612","441","200","43"
"当期増減額","2","detail","0","","100","null","0","0","0","0"
"当期増減額","2","detail","1","-1 2,873,500","88","null","1864","411","156","72"
"普通償却額","2","detail","0","","100","null","0","0","0","0"
"普通償却額","2","detail","1","10,311,501","99","null","2055","449","166","32"
"特別(割増)","2","detail","0","","100","null","0","0","0","0"
"特別(割増)","2","detail","1","","100","null","0","0","0","0"
"償却額","2","detail","0","","100","null","0","0","0","0"
"償却額","2","detail","1","","100","null","0","0","0","0"
"当期減損諮目","2","detail","0","","100","null","0","0","0","0"
"当期減損諮目","2","detail","1","","100","null","0","0","0","0"
"当期償却額","2","detail","0","","100","null","0","0","0","0"
"当期償却額","2","detail","1","501","99","null","2585","451","47","29"
"当期償却限度額","2","detail","0","","100","null","0","0","0","0"
"当期償却限度額","2","detail","1","10,311,501","99","null","2676","445","165","40"
"期末帳簿価嶺","2","detail","0","","100","null","0","0","0","0"
"期末帳簿価嶺","2","detail","1","","7","null","2865","413","184","33"
"い","2","detail","0","ago","7","null","2854","373","191","31"
"い","2","detail","1","70,397,938","59","null","2854","445","195","40"
"(減損失累計額)","2","detail","0","","100","null","0","0","0","0"
"(減損失累計額)","2","detail","1","","100","null","0","0","0","0"
"償却累計額","2","detail","0","","100","null","0","0","0","0"
"償却累計額","2","detail","1","26,369,217","99","null","3083","451","168","32"
"備考","2","detail","0","","100","null","0","0","0","0"
"備考","2","detail","1","","100","null","0","0","0","0"
